185;695;1;si
185;739;1;no
179;517;3;si
175;222;1;si
175;404;2;no
169;88;2;no
169;451;2;no
168;441;1;si
167;211;1;si
164;683;4;si
163;363;3;no
161;472;3;no
161;744;2;si
160;448;1;no
160;563;2;si
157;557;0;si
156;945;0;no
155;1800;2;no
